Category,Brand,Your SKU,Product ID,Product Name,Number of merchants,Price,Lowest price incl us,Lowest price incl us,Lowest price excl us,Lowest price excl us,Popularity Rank (category),Popularity Rank (global),Price 1 - Merchant Name,Price 1 - Price,Price 2 - Merchant Name,Price 2 - Price,Price 3 - Merchant Name,Price 3 - Price,Price 4 - Merchant Name,Price 4 - Price,Price 5 - Merchant Name,Price 5 - Price,Price 6 - Merchant Name,Price 6 - Price,Price 7 - Merchant Name,Price 7 - Price,Price 8 - Merchant Name,Price 8 - Price,Price 9 - Merchant Name,Price 9 - Price,Price 10 - Merchant Name,Price 10 - Price,Link to product,Gtin14
Larm & Säkerhet,Google,780002-01,4245882,Google Nest Protect Smoke + CO Alarm S2003BW Battery,16,"1 399,00",Elgiganten,"1 249,00",Elgiganten,"1 249,00",21,5173,Elgiganten,"1 249,00",Webhallen SE,"1 390,00",Kjell & Company,"1 390,00",tink,"1 399,00",Dustin Home,"1 485,00",Clas Ohlson,"1 490,00",Compumail,"1 513,00",Elon,"1 690,00",Coolshop SE,"1 750,00",Cdon,"1 750,00",https://www.pricerunner.se/pl/516-4245882/Larm-Saekerhet/Google-Nest-Protect-Smoke-CO-Alarm-S2003BW-Battery-priser,813917020876
Larm & Säkerhet,Bold,160004-01,3203534269,Bold SX-43 Smart Cylinder,4,"2 109,00",tink,"2 109,00",ComputerSalg.se,"2 234,00",,,tink,"2 109,00",ComputerSalg.se,"2 234,00",Proshop,"2 313,00",Buyersclub,"2 449,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203534269/Larm-Saekerhet/Bold-SX-43-Smart-Cylinder-priser,8719992868902
Larm & Säkerhet,Danalock,1110004-01,5153046,Danalock Danapad V3,12,"1 179,00",Bauhaus,"799,00",Bauhaus,"799,00",165,48959,Bauhaus,"799,00",Mätteknik för alla,"859,00",Kabelprinsen,"890,00",Elgiganten,"899,00",Proshop,"958,00",Dustin Home,"999,00",ComputerSalg.se,"1 173,00",tink,"1 179,00",Låskompaniet,"1 250,00",Komplett,"1 290,00",https://www.pricerunner.se/pl/516-5153046/Larm-Saekerhet/Danalock-Danapad-V3-priser,8432451913202
Larm & Säkerhet,Netatmo,170010-01,4674844,Netatmo Smart Smoke Alarm,21,"1 099,00",Power SE,"990,00",Power SE,"990,00",50,13723,Power SE,"990,00",Proshop,"990,00",Kjell & Company,"990,00",ComputerSalg.se,"1 069,00",NetOnNet,"1 090,00",Komplett,"1 090,00",Tele-Hå,"1 090,00",Elgiganten,"1 090,00",Compumail,"1 094,00",tink,"1 099,00",https://www.pricerunner.se/pl/516-4674844/Larm-Saekerhet/Netatmo-Smart-Smoke-Alarm-priser,3700730502269
Larm & Säkerhet,ABUS,130011-01,3203649944,ABUS Smart Security WLAN video-porttelefonsystem,4,"2 603,00",tink,"2 603,00",Lamp24,"3 099,00",,,tink,"2 603,00",Lamp24,"3 099,00",Cdon,"3 290,00",ComputerSalg.se,"5 510,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203649944/Larm-Saekerhet/ABUS-Smart-Security-WLAN-video-porttelefonsystem-priser,4003318807107
Larm & Säkerhet,Hombli,300024-02,3203703706,"Hombli Smart Bluetooth Contact Sensor, Black",6,"199,00",tink,"199,00",Proshop,"199,00",,,tink,"199,00",Proshop,"199,00",ComputerSalg.se,"229,00",Datia,"237,00",Compliq,"275,00",Kontorsgiganten,"357,50",,,,,,,,,https://www.pricerunner.se/pl/516-3203703706/Larm-Saekerhet/Hombli-Smart-Bluetooth-Contact-Sensor-Black-priser,8719323919143
Larm & Säkerhet,Hombli,300022-02,3203615114,"Hombli Smart Bluetooth Sensor Kit, Black",10,"699,00",Proshop,"565,00",Proshop,"565,00",,,Proshop,"565,00",ComputerSalg.se,"648,00",Coolshop SE,"655,00",Cdon,"655,00",Spelbutiken,"655,00",Datia,"690,00",tink,"699,00",Pluus SE,"748,00",Compliq,"813,75",Kontorsgiganten,"1 021,25",https://www.pricerunner.se/pl/516-3203615114/Larm-Saekerhet/Hombli-Smart-Bluetooth-Sensor-Kit-Black-priser,8719323919136
Larm & Säkerhet,Bold,160009-01,3204301669,Bold SX-65 Smart Cylinder,2,"2 599,00",ComputerSalg.se,"2 597,00",ComputerSalg.se,"2 597,00",,,ComputerSalg.se,"2 597,00",tink,"2 599,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3204301669/Larm-Saekerhet/Bold-SX-65-Smart-Cylinder-priser,8719992868773
Larm & Säkerhet,Aqara,330002-01,4859856,Aqara Motion Sensor,24,"279,00",Compumail,"183,00",Compumail,"183,00",387,146553,Compumail,"183,00",Mätteknik för alla,"187,00",Papmau,"188,00",Webhallen SE,"189,00",Power SE,"189,00",Proshop,"189,00",ComputerSalg.se,"194,00",Cdon,"217,00",NetOnNet,"219,00",Gröna Hus,"219,00",https://www.pricerunner.se/pl/516-4859856/Larm-Saekerhet/Aqara-Motion-Sensor-priser,192784000090
Larm & Säkerhet,Hombli,300023-02,3203866475,"Hombli Smart Bluetooth PIR Motion Sensor, Black",6,"199,00",tink,"199,00",Proshop,"199,00",,,tink,"199,00",Proshop,"199,00",ComputerSalg.se,"229,00",Datia,"237,00",Compliq,"275,00",Kontorsgiganten,"357,50",,,,,,,,,https://www.pricerunner.se/pl/516-3203866475/Larm-Saekerhet/Hombli-Smart-Bluetooth-PIR-Motion-Sensor-Black-priser,8719323919150
Larm & Säkerhet,ABUS,130020-01,3203544881,"ABUS Z-Wave E27 LED-lampa, varmvit",3,"390,00",Amazon.se,"365,61",Amazon.se,"365,61",,,Amazon.se,"365,61",tink,"390,00",Lamp24,"399,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203544881/Larm-Saekerhet/ABUS-Z-Wave-E27-LED-lampa-varmvit-priser,4003318841545
Larm & Säkerhet,Google,780001-01,4245902,Google Nest Protect Smoke + CO Alarm S3003LW 2nd Generation Wired,16,"1 399,00",Webhallen SE,"1 290,00",Webhallen SE,"1 290,00",33,8125,Webhallen SE,"1 290,00",Elgiganten,"1 290,00",NetOnNet,"1 390,00",Tele-Hå,"1 395,00",tink,"1 399,00",Dustin Home,"1 449,00",Compumail,"1 530,00",ComputerSalg.se,"1 747,00",Coolshop SE,"1 749,00",Cdon,"1 749,00",https://www.pricerunner.se/pl/516-4245902/Larm-Saekerhet/Google-Nest-Protect-Smoke-CO-Alarm-S3003LW-2nd-Generation-Wired-priser,813917020883
Larm & Säkerhet,ABUS,130022-01,3200357141,ABUS SHWM10000,6,"520,00",St George Security Store,"445,00",St George Security Store,"445,00",,,St George Security Store,"445,00",tink,"520,00",Proshop,"520,00",Lamp24,"549,00",Cdon,"590,00",ComputerSalg.se,"1 091,00",,,,,,,,,https://www.pricerunner.se/pl/516-3200357141/Larm-Saekerhet/ABUS-SHWM10000-priser,4003318841521
Larm & Säkerhet,Bold,160005-01,3203578665,Bold SX-45 Smart Cylinder,3,"2 290,00",tink,"2 290,00",ComputerSalg.se,"2 426,00",,,tink,"2 290,00",ComputerSalg.se,"2 426,00",Proshop,"2 550,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/516-3203578665/Larm-Saekerhet/Bold-SX-45-Smart-Cylinder-priser,8719992868780
Larm & Säkerhet,Hombli,300023-01,3200355612,Hombli Smart Motion Sensor,9,"199,00",tink,"199,00",Proshop,"199,00",518,202282,tink,"199,00",Proshop,"199,00",Datia,"237,00",Net2World,"259,00",Compliq,"275,00",Kontorsgiganten,"357,50",Lilon,"429,00",Cdon,"429,00",Elektronik24,"483,00",,,https://www.pricerunner.se/pl/516-3200355612/Larm-Saekerhet/Hombli-Smart-Motion-Sensor-priser,8719323918184
Leksaker,Freemans,124001-01,3203037785,Freemans Enabot Ebo Air Smart Interaktiv Robot vit,3,"2 049,00",tink,"2 049,00",Cdon,"4 688,00",4482,127060,tink,"2 049,00",Cdon,"4 688,00",ComputerSalg.se,"4 704,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/72-3203037785/Leksaker/Freemans-Enabot-Ebo-Air-Smart-Interaktiv-Robot-vit-priser,6972822120317
Leksaker,Miko,60001-01,3204690070,Miko 3 Smart AI-robot för barn blå,2,"3 199,00",tink,"3 199,00",Amazon.se,"3 999,00",,,tink,"3 199,00",Amazon.se,"3 999,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/72-3204690070/Leksaker/Miko-3-Smart-AI-robot-foer-barn-blaa-priser,8908014554484
Leksaker,Miko,60001-02,3204712172,Miko 3 Smart AI-robot för barn röd,2,"3 199,00",tink,"3 199,00",Amazon.se,"3 999,00",7538,195069,tink,"3 199,00",Amazon.se,"3 999,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/72-3204712172/Leksaker/Miko-3-Smart-AI-robot-foer-barn-roed-priser,8908014554477
Ljuskällor,Philips Hue,230035-01,3200787149,Philips Hue WCA A60 EUR LED Lamps 6.5W E27,27,"1 019,00",Power SE,"839,00",Power SE,"839,00",408,57025,Power SE,"839,00",Inet,"839,00",Cdon,"839,00",Bauhaus,"849,00",Proshop,"856,00",Hornbach,"856,00",ComputerSalg.se,"875,00",Webhallen SE,"879,00",Komplett,"899,00",VVS och BAD,"947,00",https://www.pricerunner.se/pl/1272-3200787149/Ljuskaellor/Philips-Hue-WCA-A60-EUR-LED-Lamps-6.5W-E27-priser,8719514328365
Ljuskällor,Hombli,300015-01,3202620656,Hombli Smart Bulb (9W) RGB CCT Promo Pack,11,"249,00",Proshop,"224,00",Proshop,"224,00",,,Proshop,"224,00",tink,"249,00",Datia,"250,00",Tingstad,"257,50",Net2World,"279,00",Compliq,"288,75",Kontorsgiganten,"376,25",Lilon,"489,00",Cdon,"489,00",Elektronik24,"502,00",https://www.pricerunner.se/pl/1272-3202620656/Ljuskaellor/Hombli-Smart-Bulb-%289W%29-RGB-CCT-Promo-Pack-priser,8719323917118
Ljuskällor,Innr,800036-01,3202786559,Innr Lighting Smart Bulb E27 comfort,6,"389,00",tink,"389,00",Cdon,"399,00",,,tink,"389,00",Cdon,"399,00",Komplett,"429,00",Lamp24,"499,00",ComputerSalg.se,"507,00",Fcomputer SE,"750,00",,,,,,,,,https://www.pricerunner.se/pl/1272-3202786559/Ljuskaellor/Innr-Lighting-Smart-Bulb-E27-comfort-priser,8718781553241
Ljuskällor,Philips Hue,230007 - 01,5282378,Philips Hue W G125 EUR LED Lamps 7W E27,24,"439,00",Mätteknik för alla,"378,00",Mätteknik för alla,"378,00",177,26898,Mätteknik för alla,"378,00",Amazon.se,"418,87",Lysman,"434,00",tink,"439,00",Clas Ohlson,"439,00",Ljusihem,"439,00",Bright 123,"439,00",Dammsugarpåsar.nu,"440,00",inkClub,"440,00",NordicInk,"440,00",https://www.pricerunner.se/pl/1272-5282378/Ljuskaellor/Philips-Hue-W-G125-EUR-LED-Lamps-7W-E27-priser,8719514279131
Ljuskällor,Meross,250014-01,3202636999,Meross Smart Wi-Fi LED Bulb with Dimmable Light,4,"199,00",tink,"199,00",Datia,"215,00",,,tink,"199,00",Datia,"215,00",Compliq,"235,00",Proshop,"239,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1272-3202636999/Ljuskaellor/Meross-Smart-Wi-Fi-LED-Bulb-with-Dimmable-Light-priser,680306682980
Ljuskällor,Hombli,300047-01,3202673357,Hombli Smart Spot (4.5W) CCT Promo Pack,14,"199,00",Coolshop SE,"189,00",Coolshop SE,"189,00",,,Coolshop SE,"189,00",Proshop,"189,00",Spelbutiken,"189,00",Ginza AB,"189,00",Pluus SE,"189,50",tink,"199,00",Inskal,"199,00",Gameshop,"218,00",Net2World,"219,00",Cdon,"228,00",https://www.pricerunner.se/pl/1272-3202673357/Ljuskaellor/Hombli-Smart-Spot-%284.5W%29-CCT-Promo-Pack-priser,8719323917132
Ljuskällor,Philips Hue,230002-01,3202620623,Philips Hue WCA EUR LED Lamps 4.3W GU10,27,"1 099,00",Inet,"899,00",Inet,"899,00",377,52874,Inet,"899,00",Cdon,"899,00",Elbutik,"952,00",Lampemesteren.se,"1 045,00",Datagrottan,"1 047,00",inkClub,"1 064,00",NordicInk,"1 064,00",Dammsugarpåsar.nu,"1 064,00",VVS och BAD,"1 090,00",Bauhaus,"1 095,00",https://www.pricerunner.se/pl/1272-3202620623/Ljuskaellor/Philips-Hue-WCA-EUR-LED-Lamps-4.3W-GU10-priser,8719514340084
Ljuskällor,Philips Hue,230004-01,3200769159,Philips Hue WCA A60 sw EU LED Lamps 9W E27,19,"1 319,20",Compumail,"1 308,00",Compumail,"1 308,00",117,20060,Compumail,"1 308,00",tink,"1 319,20",NetOnNet,"1 390,00",Clas Ohlson,"1 390,00",Elbutik,"1 390,00",Bauhaus,"1 390,00",ComputerSalg.se,"1 423,00",Proshop,"1 454,00",Dammsugarpåsar.nu,"1 513,00",inkClub,"1 513,00",https://www.pricerunner.se/pl/1272-3200769159/Ljuskaellor/Philips-Hue-WCA-A60-sw-EU-LED-Lamps-9W-E27-priser,8719514291379
Ljuskällor,Hombli,300053-01,3202622118,Hombli GU10 Smart Bulb RGB CCT Promo Pack,15,"199,00",tink,"199,00",Proshop,"199,00",,,tink,"199,00",Proshop,"199,00",Ginza AB,"219,00",Coolshop SE,"225,00",Cdon,"225,00",Spelbutiken,"225,00",Pluus SE,"227,50",Inskal,"229,00",Tingstad,"235,00",Net2World,"259,00",https://www.pricerunner.se/pl/1272-3202622118/Ljuskaellor/Hombli-GU10-Smart-Bulb-RGB-CCT-Promo-Pack-priser,8719323917149
Ljuskällor,Innr,800001-01,3201044110,Innr C-2 E27 806lm 2-pack,9,"349,00",Compumail,"345,00",Compumail,"345,00",1679,232466,Compumail,"345,00",tink,"349,00",Amazon.se,"349,00",ComputerSalg.se,"359,00",Lamp24,"399,00",Cdon,"412,00",Buyersclub,"449,00",Fcomputer SE,"676,00",Elektronik24,"721,00",,,https://www.pricerunner.se/pl/1272-3201044110/Ljuskaellor/Innr-C-2-E27-806lm-2-pack-priser,8718781552817
Ljuskällor,Philips Hue,230039-01,3200472716,Philips Hue WCA EUR LED Lamps 4.3W GU10,34,"689,00",Power SE,"549,00",Power SE,"549,00",360,50082,Power SE,"549,00",iPhonebutiken,"549,00",Inet,"549,00",Bauhaus,"549,00",Cdon,"549,00",Hornbach,"559,00",Elbutik,"571,00",ComputerSalg.se,"578,00",Webhallen SE,"599,00",Clas Ohlson,"599,00",https://www.pricerunner.se/pl/1272-3200472716/Ljuskaellor/Philips-Hue-WCA-EUR-LED-Lamps-4.3W-GU10-priser,8719514339880
Ljuskällor,Innr,800013-01,5155865,Innr RS 230 C LED Lamps 6W GU10,7,"399,00",Compumail,"393,00",Compumail,"393,00",,,Compumail,"393,00",tink,"399,00",Komplett,"429,00",Cdon,"461,00",ComputerSalg.se,"488,00",Buyersclub,"539,00",Fcomputer SE,"940,00",,,,,,,https://www.pricerunner.se/pl/1272-5155865/Ljuskaellor/Innr-RS-230-C-LED-Lamps-6W-GU10-priser,8718781552039
Ljuskällor,Hombli,300018-01,3202623674,Hombli Smart Bulb (9W) CCT Promo Pack,12,"229,00",Pluus SE,"180,00",Pluus SE,"180,00",,,Pluus SE,"180,00",Proshop,"180,00",Datia,"187,00",Tingstad,"212,50",Compliq,"216,25",Net2World,"219,00",tink,"229,00",Kontorsgiganten,"351,25",Lilon,"429,00",Cdon,"429,00",https://www.pricerunner.se/pl/1272-3202623674/Ljuskaellor/Hombli-Smart-Bulb-%289W%29-CCT-Promo-Pack-priser,8719323917101
Ljuskällor,Philips Hue,230016-01,5051949,Philips Hue White LED Lamps 5.5W E14 2-pack,24,"329,00",Mätteknik för alla,"283,00",Mätteknik för alla,"283,00",42,9649,Mätteknik för alla,"283,00",Clas Ohlson,"299,00",Tele-Hå,"299,00",ComputerSalg.se,"322,00",tink,"329,00",NetOnNet,"329,00",Hages,"329,00",Ljusihem,"329,00",Power SE,"333,00",Proshop,"333,00",https://www.pricerunner.se/pl/1272-5051949/Ljuskaellor/Philips-Hue-White-LED-Lamps-5.5W-E14-2-pack-priser,8719514320628
Ljuskällor,Hombli,3000035,3202627205,Hombli Smart,15,"379,00",ComputerSalg.se,"147,00",ComputerSalg.se,"147,00",,,ComputerSalg.se,"147,00",Proshop,"169,00",Coolshop SE,"189,00",Spelbutiken,"189,00",Ginza AB,"189,00",Cdon,"196,00",Tingstad,"200,00",Buyersclub,"209,00",Gameshop,"217,00",Net2World,"219,00",https://www.pricerunner.se/pl/1272-3202627205/Ljuskaellor/Hombli-Smart-priser,8719323914766
Ljuskällor,Philips Hue,230003-01,5121572,Philips Hue WA A60 sw EU LED Lamps 8W E27,32,"1 399,00",PO Radio-TV,"1 119,00",PO Radio-TV,"1 119,00",375,52681,PO Radio-TV,"1 119,00",Power SE,"1 149,00",Bauhaus,"1 149,00",Hornbach,"1 149,00",Webhallen SE,"1 190,00",Elon,"1 190,00",Proshop,"1 221,00",Elbutik,"1 230,00",Lampemesteren.se,"1 255,00",Compumail,"1 284,00",https://www.pricerunner.se/pl/1272-5121572/Ljuskaellor/Philips-Hue-WA-A60-sw-EU-LED-Lamps-8W-E27-priser,8719514291232
Ljuskällor,Innr,800015-01,3202637466,Innr White Bulb RB 265 LED-lampa 3-pack Vit,2,"379,00",tink,"379,00",Fcomputer SE,"1 047,00",,,tink,"379,00",Fcomputer SE,"1 047,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1272-3202637466/Ljuskaellor/Innr-White-Bulb-RB-265-LED-lampa-3-pack-Vit-priser,8718781552244
Ljuskällor,Philips Hue,230038-01,3200944820,Philips Hue W Luster EU LED Lamps 5.7W E14,20,"239,00",Power SE,"189,00",Power SE,"189,00",140,22733,Power SE,"189,00",Amazon.se,"189,00",Bauhaus,"189,00",Elbutik,"190,00",ComputerSalg.se,"212,00",Proshop,"218,00",Webhallen SE,"219,00",Hages,"219,00",Ljusihem,"219,00",tink,"239,00",https://www.pricerunner.se/pl/1272-3200944820/Ljuskaellor/Philips-Hue-W-Luster-EU-LED-Lamps-5.7W-E14-priser,8719514356696
Ljuskällor,Innr,800034-01,3202675815,"Innr Lighting 2x GU10, smart LED lamp",3,"359,00",tink,"359,00",Datia,"398,00",,,tink,"359,00",Datia,"398,00",Compliq,"480,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/1272-3202675815/Ljuskaellor/Innr-Lighting-2x-GU10-smart-LED-lamp-priser,8718781552633
Ljuskällor,Innr,800030-01,3202623595,Innr Lighting Wifi filament Globe E27,10,"419,00",Compumail,"326,00",Compumail,"326,00",,,Compumail,"326,00",ComputerSalg.se,"368,00",Cdon,"391,00",tink,"419,00",Datia,"480,00",Lamp24,"549,00",Compliq,"578,75",Westium Data,"652,50",Fcomputer SE,"792,00",Elektronik24,"823,00",https://www.pricerunner.se/pl/1272-3202623595/Ljuskaellor/Innr-Lighting-Wifi-filament-Globe-E27-priser,8718781553173
Ljuskällor,Philips,230005-01,3200372830,Philips WCA A60 LED Lamps 9W E27,34,"689,00",Bauhaus,"509,00",Bauhaus,"509,00",66,13217,Bauhaus,"509,00",Hornbach,"509,00",Power SE,"549,00",Webhallen SE,"549,00",Elbutik,"571,00",ComputerSalg.se,"578,00",Inet,"579,00",Cdon,"579,00",Proshop,"600,00",Buyersclub,"629,00",https://www.pricerunner.se/pl/1272-3200372830/Ljuskaellor/Philips-WCA-A60-LED-Lamps-9W-E27-priser,8719514291171
Ljuskällor,Innr,800010-02,5156071,Innr RF 263 LED Lamps 4.2W E27 2-pack,8,"349,00",tink,"349,00",Cdon,"349,00",1816,249529,tink,"349,00",Cdon,"349,00",Amazon.se,"349,00",Komplett,"369,00",Compumail,"384,00",ComputerSalg.se,"397,00",Lamp24,"499,00",Fcomputer SE,"881,00",,,,,https://www.pricerunner.se/pl/1272-5156071/Ljuskaellor/Innr-RF-263-LED-Lamps-4.2W-E27-2-pack-priser,8718781552022
Ljuskällor,Innr,800021-01,3200941159,Innr RF 261-2 LED Lamps 4.2W E27 2-pack,6,"499,00",Amazon.se,"429,00",Amazon.se,"429,00",,,Amazon.se,"429,00",tink,"499,00",Komplett,"589,00",Lamp24,"649,00",ComputerSalg.se,"698,00",Fcomputer SE,"1 091,00",,,,,,,,,https://www.pricerunner.se/pl/1272-3200941159/Ljuskaellor/Innr-RF-261-2-LED-Lamps-4.2W-E27-2-pack-priser,8718781552923
Ljuskällor,Philips Hue,230001-01,3200472700,Philips Hue WCA sw EUR LED Lamps 4.3W GU10,33,"1 999,00",NetOnNet,"1 790,00",NetOnNet,"1 790,00",243,36304,NetOnNet,"1 790,00",Power SE,"1 790,00",Proshop,"1 790,00",Inet,"1 790,00",Bauhaus,"1 790,00",Webhallen SE,"1 790,00",Cdon,"1 790,00",Amazon.se,"1 790,00",Hornbach,"1 790,00",Elbutik,"1 799,00",https://www.pricerunner.se/pl/1272-3200472700/Ljuskaellor/Philips-Hue-WCA-sw-EUR-LED-Lamps-4.3W-GU10-priser,8719514340107
Ljuskällor,Innr,800029-01,3202619431,Innr Lighting Wifi filament Edison E27,9,"469,00",ComputerSalg.se,"446,00",ComputerSalg.se,"446,00",,,ComputerSalg.se,"446,00",tink,"469,00",Proshop,"469,00",Datia,"480,00",Cdon,"508,00",Compliq,"578,75",Westium Data,"652,50",Fcomputer SE,"792,00",Elektronik24,"823,00",,,https://www.pricerunner.se/pl/1272-3202619431/Ljuskaellor/Innr-Lighting-Wifi-filament-Edison-E27-priser,8718781553180
Ljuskällor,Philips Hue,230008-01,3202621493,Philips Hue W B39 EU LED Lamps 5.5W E14,27,"219,00",ComputerSalg.se,"185,00",ComputerSalg.se,"185,00",1557,217695,ComputerSalg.se,"185,00",Elbutik,"190,00",Power SE,"218,00",Proshop,"218,00",tink,"219,00",Ljushuset,"219,00",inkClub,"219,00",Buyersclub,"219,00",NordicInk,"219,00",Dammsugarpåsar.nu,"219,00",https://www.pricerunner.se/pl/1272-3202621493/Ljuskaellor/Philips-Hue-W-B39-EU-LED-Lamps-5.5W-E14-priser,8719514320666
Ljuskällor,Hombli,300048-01,3202787892,Hombli Smart Bulb ST64 CCT Filament (E27) Amber,10,"249,00",Proshop,"224,00",Proshop,"224,00",,,Proshop,"224,00",tink,"249,00",Datia,"250,00",Tingstad,"257,50",Net2World,"279,00",Compliq,"288,75",Kontorsgiganten,"376,25",Lilon,"489,00",Cdon,"489,00",Elektronik24,"502,00",https://www.pricerunner.se/pl/1272-3202787892/Ljuskaellor/Hombli-Smart-Bulb-ST64-CCT-Filament-%28E27%29-Amber-priser,8719323918139
Ljuskällor,Innr,800016-01,3202697785,Innr Lighting Smart Spot GU10 comfort,7,"379,00",Amazon.se,"349,99",Amazon.se,"349,99",,,Amazon.se,"349,99",tink,"379,00",Datia,"398,00",Komplett,"429,00",Lamp24,"449,00",Compliq,"480,00",Fcomputer SE,"1 042,00",,,,,,,https://www.pricerunner.se/pl/1272-3202697785/Ljuskaellor/Innr-Lighting-Smart-Spot-GU10-comfort-priser,8718781553302
Ljuskällor,Philips Hue,230010 - 01,5043372,Philips Hue W G93 EUR LED Lamps 7W E27,39,"329,00",MediaMarkt,"199,00",MediaMarkt,"199,00",12,4191,MediaMarkt,"199,00",Bauhaus,"269,00",Proshop,"274,00",Hornbach,"274,00",Webhallen SE,"279,00",Mätteknik för alla,"283,00",Clas Ohlson,"299,00",Dustin Home,"326,00",Lysman,"327,00",tink,"329,00",https://www.pricerunner.se/pl/1272-5043372/Ljuskaellor/Philips-Hue-W-G93-EUR-LED-Lamps-7W-E27-priser,8718699688882
Ljuskällor,Innr,800031-01,3203494913,Innr Smart Outdoor Globe Light 3-pack,5,"2 199,00",Cdon,"1 599,00",Cdon,"1 599,00",,,Cdon,"1 599,00",tink,"2 199,00",Komplett,"2 349,00",Lamp24,"2 699,00",Fcomputer SE,"3 069,00",,,,,,,,,,,https://www.pricerunner.se/pl/1272-3203494913/Ljuskaellor/Innr-Smart-Outdoor-Globe-Light-3-pack-priser,8718781553647
Ljuskällor,ABUS,130021-01,3203568142,ABUS LED lampa E27 Multifärgad Z-Wave,4,"649,00",St George Security Store,"495,00",St George Security Store,"495,00",589,81492,St George Security Store,"495,00",Amazon.se,"571,50",tink,"649,00",Lamp24,"699,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1272-3203568142/Ljuskaellor/ABUS-LED-lampa-E27-Multifaergad-Z-Wave-priser,4003318841538
Ljuskällor,Hombli,300050-02,3202786285,Hombli Smart Bulb CCT Filament 5.5W E27,8,"249,00",tink,"249,00",Proshop,"249,00",,,tink,"249,00",Proshop,"249,00",Tingstad,"301,25",Net2World,"309,00",Kontorsgiganten,"452,50",Lilon,"519,00",Cdon,"519,00",Elektronik24,"531,00",,,,,https://www.pricerunner.se/pl/1272-3202786285/Ljuskaellor/Hombli-Smart-Bulb-CCT-Filament-5.5W-E27-priser,8719323918160
Ljuskällor,Innr,800033-01,3202620408,Innr Lighting Smart Candle E14 comfort,7,"369,00",Cdon,"349,00",Cdon,"349,00",,,Cdon,"349,00",tink,"369,00",Datia,"398,00",Komplett,"429,00",Lamp24,"449,00",Compliq,"480,00",Fcomputer SE,"720,00",,,,,,,https://www.pricerunner.se/pl/1272-3202620408/Ljuskaellor/Innr-Lighting-Smart-Candle-E14-comfort-priser,8718781553326
Ljuskällor,Philips Hue,230013-01,5045585,Philips Hue W ST64 EUR LED Lamps 7W E27,34,"279,00",Bauhaus,"223,00",Bauhaus,"223,00",190,28413,Bauhaus,"223,00",Hornbach,"229,00",Clas Ohlson,"239,00",Mätteknik för alla,"240,00",Webhallen SE,"249,00",Dustin Home,"259,00",inkClub,"269,00",Elbutik,"269,00",Elon,"269,00",Proshop,"271,00",https://www.pricerunner.se/pl/1272-5045585/Ljuskaellor/Philips-Hue-W-ST64-EUR-LED-Lamps-7W-E27-priser,8718699688868
Ljuskällor,Innr,800020-01,3202629064,Innr Lighting Smart Spot GU10 white 350lm,8,"599,00",Cdon,"549,00",Cdon,"549,00",,,Cdon,"549,00",tink,"599,00",Komplett,"659,00",ComputerSalg.se,"698,00",Lamp24,"749,00",Buyersclub,"789,00",Fcomputer SE,"968,00",Elektronik24,"969,00",,,,,https://www.pricerunner.se/pl/1272-3202629064/Ljuskaellor/Innr-Lighting-Smart-Spot-GU10-white-350lm-priser,8718781552701
Ljuskällor,Philips Hue,230018-01,5052797,Philips Hue W EU LED Lamps 5.2W GU10,41,"389,00",PO Radio-TV,"309,00",PO Radio-TV,"309,00",97,16713,PO Radio-TV,"309,00",Compumail,"367,00",Lampemesteren.se,"375,00",Lomax,"378,75",Power SE,"379,00",Proshop,"379,00",Dustin Home,"380,00",ComputerSalg.se,"381,00",tink,"389,00",Buyersclub,"389,00",https://www.pricerunner.se/pl/1272-5052797/Ljuskaellor/Philips-Hue-W-EU-LED-Lamps-5.2W-GU10-priser,8719514340145
Ljuskällor,Innr,800027-01,3202621399,Innr Wifi Bulb E27 White 2-pack Vit,4,"279,00",tink,"279,00",Compumail,"334,00",,,tink,"279,00",Compumail,"334,00",Elektronik24,"673,00",Fcomputer SE,"721,00",,,,,,,,,,,,,https://www.pricerunner.se/pl/1272-3202621399/Ljuskaellor/Innr-Wifi-Bulb-E27-White-2-pack-Vit-priser,8718781552831
Ljuskällor,Meross,250018-01,3202620375,Meross Smart LED Lamps 9W E27,5,"199,00",tink,"199,00",Amazon.se,"236,86",1286,176191,tink,"199,00",Amazon.se,"236,86",Proshop,"247,00",Cdon,"349,00",iPhonebutiken,"349,00",,,,,,,,,,,https://www.pricerunner.se/pl/1272-3202620375/Ljuskaellor/Meross-Smart-LED-Lamps-9W-E27-priser,680306683277
