Category,Brand,Your SKU,Product ID,Product Name,Number of merchants,Price,Lowest price incl us,Lowest price incl us,Lowest price excl us,Lowest price excl us,Popularity Rank (category),Popularity Rank (global),Price 1 - Merchant Name,Price 1 - Price,Price 2 - Merchant Name,Price 2 - Price,Price 3 - Merchant Name,Price 3 - Price,Price 4 - Merchant Name,Price 4 - Price,Price 5 - Merchant Name,Price 5 - Price,Price 6 - Merchant Name,Price 6 - Price,Price 7 - Merchant Name,Price 7 - Price,Price 8 - Merchant Name,Price 8 - Price,Price 9 - Merchant Name,Price 9 - Price,Price 10 - Merchant Name,Price 10 - Price,Link to product,Gtin14
Övervakningskameror,Arlo,1210017-01,3201383088,Arlo Go 2,18,"3 465,00",tink,"3 465,00",Power SE,"3 465,00",22,9049,tink,"3 465,00",Power SE,"3 465,00",Proshop,"3 465,00",Webhallen SE,"3 490,00",NetOnNet,"3 490,00",Komplett,"3 490,00",MediaMarkt,"3 490,00",Kjell & Company,"3 490,00",Inet,"3 490,00",Dustin Home,"3 490,00",https://www.pricerunner.se/pl/589-3201383088/OEvervakningskameror/Arlo-Go-2-priser,193108143110
Övervakningskameror,Arlo,1210010-01,3200113727,Arlo Ultra 2 3-pack,14,"9 490,00",Compumail,"8 110,00",Compumail,"8 110,00",55,23743,Compumail,"8 110,00",Fcomputer SE,"8 179,00",Power SE,"8 290,00",Cdon,"8 290,00",Inet,"8 290,00",Dustin Home,"8 290,00",ComputerSalg.se,"8 473,00",Komplett,"8 499,00",tink,"9 490,00",Webhallen SE,"9 490,00",https://www.pricerunner.se/pl/589-3200113727/OEvervakningskameror/Arlo-Ultra-2-3-pack-priser,193108142533
Övervakningskameror,Ring,360005-02,4846276,Ring Stick Up Cam Wired,18,"1 999,00",Webhallen SE,"1 649,00",Webhallen SE,"1 649,00",47,18359,Webhallen SE,"1 649,00",Proshop,"1 890,00",Komplett,"1 949,00",tink,"1 999,00",Vitvaruexperten,"2 090,00",Westium Data,"2 235,00",Datia,"2 261,00",Elektronik24,"2 354,00",Compliq,"2 457,50",Net2World,"2 519,00",https://www.pricerunner.se/pl/589-4846276/OEvervakningskameror/Ring-Stick-Up-Cam-Wired-priser,842861104677
Övervakningskameror,Somfy,270001-01,5067993,Somfy Wall Mount for Security Indoor Camera,1,"299,00",tink,"299,00",,,,,tink,"299,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/589-5067993/OEvervakningskameror/Somfy-Wall-Mount-for-Security-Indoor-Camera-priser,3660849508609
Övervakningskameror,ABUS,130005-01,3200377445,ABUS PPIC36520,3,"2 299,00",Amazon.se,"2 283,85",Amazon.se,"2 283,85",,,Amazon.se,"2 283,85",tink,"2 299,00",Lamp24,"3 099,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/589-3200377445/OEvervakningskameror/ABUS-PPIC36520-priser,4003318826559
Övervakningskameror,Eve,140019-01,3202977868,Eve Outdoor Cam,11,"2 619,00",Proshop,"2 528,00",Proshop,"2 528,00",156,101701,Proshop,"2 528,00",tink,"2 619,00",Inet,"2 790,00",iPhonebutiken,"2 799,00",Compumail,"2 836,00",ComputerSalg.se,"2 856,00",Cdon,"2 899,00",Fcomputer SE,"3 468,00",Komplett,"3 490,00",Elektronik24,"3 726,00",https://www.pricerunner.se/pl/589-3202977868/OEvervakningskameror/Eve-Outdoor-Cam-priser,4260195392199
Övervakningskameror,Arlo,1210002-02,5235960,Arlo Pro 3 Floodlight,30,"2 899,00",Power SE,"2 490,00",Power SE,"2 490,00",21,8047,Power SE,"2 490,00",NetOnNet,"2 490,00",Webhallen SE,"2 490,00",Komplett,"2 490,00",Elgiganten,"2 490,00",Kjell & Company,"2 790,00",Inet,"2 790,00",Proshop,"2 882,00",Bygghemma,"2 884,00",tink,"2 899,00",https://www.pricerunner.se/pl/589-5235960/OEvervakningskameror/Arlo-Pro-3-Floodlight-priser,193108141390
Övervakningskameror,ABUS,130008-01,5210767,ABUS PPIC90000,3,"1 937,00",tink,"1 937,00",Cdon,"2 190,00",,,tink,"1 937,00",Cdon,"2 190,00",Lamp24,"3 099,00",,,,,,,,,,,,,,,https://www.pricerunner.se/pl/589-5210767/OEvervakningskameror/ABUS-PPIC90000-priser,4003318879135
Övervakningskameror,Eve,140012-01,5250712,Eve Cam,18,"1 599,00",Webhallen SE,"1 490,00",Webhallen SE,"1 490,00",105,59984,Webhallen SE,"1 490,00",Power SE,"1 490,00",Inet,"1 490,00",tink,"1 599,00",Komplett,"1 649,00",iPhonebutiken,"1 699,00",MaxGaming,"1 699,00",Proshop,"1 711,00",ComputerSalg.se,"1 736,00",Compumail,"1 768,00",https://www.pricerunner.se/pl/589-5250712/OEvervakningskameror/Eve-Cam-priser,4260195391963
Övervakningskameror,Ring,360002 - 01,3200284684,Ring Floodlight Cam Wired Plus,19,"1 699,00",Power SE,"1 649,00",Power SE,"1 649,00",142,91766,Power SE,"1 649,00",Proshop,"1 649,00",MediaMarkt,"1 687,00",Kjell & Company,"1 690,00",Elgiganten,"1 690,00",tink,"1 699,00",Komplett,"1 699,00",Dustin Home,"1 699,00",ComputerSalg.se,"2 147,00",Webhallen SE,"2 149,00",https://www.pricerunner.se/pl/589-3200284684/OEvervakningskameror/Ring-Floodlight-Cam-Wired-Plus-priser,840080515335
Övervakningskameror,ABUS,130006-01,3200946716,ABUS PPIC42520,1,"2 890,00",tink,"2 890,00",,,,,tink,"2 890,00",,,,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/589-3200946716/OEvervakningskameror/ABUS-PPIC42520-priser,4003318694486
Övervakningskameror,Arlo,1210018-02,5280444,Arlo Essential 3-pack,29,"4 290,00",Dustin Home,"2 999,00",Dustin Home,"2 999,00",63,29282,Dustin Home,"2 999,00",NetOnNet,"3 490,00",Power SE,"3 490,00",MediaMarkt,"3 490,00",Kjell & Company,"3 490,00",Webhallen SE,"3 490,00",Elgiganten,"3 490,00",Smartodesign,"3 598,00",Fcomputer SE,"3 692,00",Compumail,"3 757,00",https://www.pricerunner.se/pl/589-5280444/OEvervakningskameror/Arlo-Essential-3-pack-priser,193108142465
Övervakningskameror,Ring,360006-01,5152950,Ring Stick Up Cam Battery 3rd Gen,15,"818,00",Power SE,"739,00",Power SE,"739,00",27,10145,Power SE,"739,00",Komplett,"790,00",tink,"818,00",Dustin Home,"899,00",Elgiganten,"899,00",Webhallen SE,"1 190,00",Cdon,"1 267,00",Fyndiq,"1 295,00",ComputerSalg.se,"1 307,00",Fcomputer SE,"1 427,00",https://www.pricerunner.se/pl/589-5152950/OEvervakningskameror/Ring-Stick-Up-Cam-Battery-3rd-Gen-priser,840080577043
Övervakningskameror,Hombli,300045-01,3200224320,Hombli Smart Outdoor Camera,15,"899,00",Proshop,"881,00",Proshop,"881,00",,,Proshop,"881,00",tink,"899,00",Coolshop SE,"899,00",Cdon,"899,00",Spelbutiken,"899,00",Datia,"913,00",Net2World,"989,00",Gameshop,"1 009,00",Elektronik24,"1 072,00",Compliq,"1 075,00",https://www.pricerunner.se/pl/589-3200224320/OEvervakningskameror/Hombli-Smart-Outdoor-Camera-priser,8719323914810
Övervakningskameror,EZVIZ,14300004,3200288746,EZVIZ C3W Pro,8,"1 809,00",ComputerSalg.se,"929,00",ComputerSalg.se,"929,00",148,95546,ComputerSalg.se,"929,00",Cdon,"988,00",Webhallen SE,"990,00",Power SE,"990,00",Amazon.se,"990,00",Proshop,"1 137,00",Compumail,"1 143,00",tink,"1 809,00",,,,,https://www.pricerunner.se/pl/589-3200288746/OEvervakningskameror/EZVIZ-C3W-Pro-priser,6941545601571
Övervakningskameror,Ring,3600004,4784486,Ring Spotlight Cam Wired,21,"3 899,00",Webhallen SE,"1 490,00",Webhallen SE,"1 490,00",,,Webhallen SE,"1 490,00",Dustin Home,"1 499,00",Cdon,"1 679,00",Bauhaus,"1 695,00",Proshop,"1 869,00",Fcomputer SE,"1 882,00",Vitvaruexperten,"1 990,00",ComputerSalg.se,"2 187,00",Komplett,"2 189,00",Power SE,"2 199,00",https://www.pricerunner.se/pl/589-4784486/OEvervakningskameror/Ring-Spotlight-Cam-Wired-priser,852239005864
Övervakningskameror,EZVIZ,1430020-01,3200127368,EZVIZ CS-BC1-B2,15,"2 899,00",NetOnNet,"2 890,00",NetOnNet,"2 890,00",218,155191,NetOnNet,"2 890,00",tink,"2 899,00",ComputerSalg.se,"3 119,00",Kabelprinsen,"3 395,00",Webhallen SE,"3 490,00",Elon,"3 490,00",Lars Bengtsson Ljud /Video,"3 490,00",Safeland,"3 490,00",Dustin Home,"4 079,00",Compumail,"4 278,00",https://www.pricerunner.se/pl/589-3200127368/OEvervakningskameror/EZVIZ-CS-BC1-B2-priser,6941545603292
Övervakningskameror,Google,780020-01,3200305147,Google Nest Cam,20,"2 199,00",NetOnNet,"1 890,00",NetOnNet,"1 890,00",1,104,NetOnNet,"1 890,00",Cdon,"1 890,00",Soldfy,"1 890,00",Proshop,"1 949,00",MediaMarkt,"1 990,00",Kjell & Company,"1 990,00",Inet,"2 090,00",Elgiganten,"2 090,00",Clas Ohlson,"2 190,00",tink,"2 199,00",https://www.pricerunner.se/pl/589-3200305147/OEvervakningskameror/Google-Nest-Cam-priser,193575008233
Övervakningskameror,Arlo,1210015 - 01,3200369549,Arlo Pro 4 4-pack,26,"7 699,00",Power SE,"7 515,00",Power SE,"7 515,00",31,12426,Power SE,"7 515,00",Proshop,"7 515,00",Fcomputer SE,"7 515,00",tink,"7 699,00",Inet,"7 790,00",Cdon,"7 790,00",NetOnNet,"7 990,00",MediaMarkt,"7 990,00",Dustin Home,"7 990,00",Webhallen SE,"7 990,00",https://www.pricerunner.se/pl/589-3200369549/OEvervakningskameror/Arlo-Pro-4-4-pack-priser,193108142915
Övervakningskameror,Ring,360006-02,4846342,Ring Stick Up Cam Battery,19,"818,00",Power SE,"739,00",Power SE,"739,00",355,299462,Power SE,"739,00",Komplett,"790,00",tink,"818,00",Dustin Home,"899,00",DataNova Sweden,"1 099,00",Webhallen SE,"1 149,00",Kjell & Company,"1 190,00",Clas Ohlson,"1 199,00",e-ville,"1 349,00",Westium Data,"1 401,25",https://www.pricerunner.se/pl/589-4846342/OEvervakningskameror/Ring-Stick-Up-Cam-Battery-priser,840080523569
Övervakningskameror,Google,780013-01,3200513955,Google Nest Cam with Spotlight with Cord,18,"3 399,00",Compumail,"2 873,00",Compumail,"2 873,00",219,155461,Compumail,"2 873,00",Power SE,"2 990,00",NetOnNet,"2 990,00",Proshop,"3 099,00",Webhallen SE,"3 290,00",MediaMarkt,"3 290,00",Kjell & Company,"3 290,00",tink,"3 399,00",Google Store,"3 449,00",Elon,"3 449,00",https://www.pricerunner.se/pl/589-3200513955/OEvervakningskameror/Google-Nest-Cam-with-Spotlight-with-Cord-priser,193575010786
Övervakningskameror,EZVIZ,1430012-01,3200135112,EZVIZ C8C 4mm,11,"1 199,00",Compumail,"1 035,00",Compumail,"1 035,00",147,95451,Compumail,"1 035,00",Power SE,"1 080,00",Proshop,"1 080,00",ComputerSalg.se,"1 100,00",Cdon,"1 102,00",Elon,"1 190,00",tink,"1 199,00",Webhallen SE,"1 290,00",Dustin Home,"1 290,00",Låsgiganten,"1 295,00",https://www.pricerunner.se/pl/589-3200135112/OEvervakningskameror/EZVIZ-C8C-4mm-priser,6941545603575
Övervakningskameror,EZVIZ,1430023-01,3200292799,EZVIZ BC1 3-pack,2,"4 389,00",tink,"4 389,00",Proshop,"4 858,00",,,tink,"4 389,00",Proshop,"4 858,00",,,,,,,,,,,,,,,,,https://www.pricerunner.se/pl/589-3200292799/OEvervakningskameror/EZVIZ-BC1-3-pack-priser,6941545602592
Övervakningskameror,EZVIZ,14300002,5315543,EZVIZ C3N,10,"1 499,00",Compumail,"605,00",Compumail,"605,00",,,Compumail,"605,00",Proshop,"710,00",Amazon.se,"714,00",FireWallForce,"763,19",ComputerSalg.se,"807,00",Dustin Home,"849,00",Cdon,"870,00",ShopBetter.se,"1 059,99",Allectra,"1 101,00",tink,"1 499,00",https://www.pricerunner.se/pl/589-5315543/OEvervakningskameror/EZVIZ-C3N-priser,6971744238926
Övervakningskameror,Arlo,1210009-01,4913617,Arlo Ultra 2 Security System 2-pack,23,"7 490,00",NetOnNet,"4 990,00",NetOnNet,"4 990,00",324,269316,NetOnNet,"4 990,00",Power SE,"6 490,00",Elgiganten,"6 490,00",Proshop,"6 592,00",Compumail,"7 262,00",tink,"7 490,00",Webhallen SE,"7 490,00",Cdon,"7 490,00",Komplett,"7 490,00",MediaMarkt,"7 490,00",https://www.pricerunner.se/pl/589-4913617/OEvervakningskameror/Arlo-Ultra-2-Security-System-2-pack-priser,193108142540
Övervakningskameror,EZVIZ,1430008-01,3200218908,EZVIZ C6W,7,"1 099,00",Compumail,"931,00",Compumail,"931,00",,,Compumail,"931,00",Cdon,"1 052,00",Proshop,"1 052,00",ComputerSalg.se,"1 055,00",FireWallForce,"1 086,73",tink,"1 099,00",Fcomputer SE,"1 410,00",,,,,,,https://www.pricerunner.se/pl/589-3200218908/OEvervakningskameror/EZVIZ-C6W-priser,6941545603148
Övervakningskameror,EZVIZ,1430019-01,5220327,EZVIZ C2C,6,"509,00",Net2World,"499,00",Net2World,"499,00",144,93721,Net2World,"499,00",tink,"509,00",Låsgiganten,"549,00",Datia,"644,00",Proshop,"661,00",Compliq,"750,00",,,,,,,,,https://www.pricerunner.se/pl/589-5220327/OEvervakningskameror/EZVIZ-C2C-priser,6941545601939
Övervakningskameror,Arlo,1210013-01,3200369523,Arlo Pro 4 2-pack,24,"4 990,00",Elgiganten,"3 790,00",Elgiganten,"3 790,00",9,3255,Elgiganten,"3 790,00",Power SE,"4 290,00",MediaMarkt,"4 290,00",Proshop,"4 767,00",tink,"4 990,00",Webhallen SE,"4 990,00",NetOnNet,"4 990,00",Komplett,"4 990,00",Inet,"4 990,00",Kjell & Company,"4 990,00",https://www.pricerunner.se/pl/589-3200369523/OEvervakningskameror/Arlo-Pro-4-2-pack-priser,193108142922
Övervakningskameror,EZVIZ,1430009-01,5127665,EZVIZ C6CN,9,"799,00",Power SE,"659,00",Power SE,"659,00",81,40335,Power SE,"659,00",Amazon.se,"659,00",tink,"799,00",Proshop,"840,00",Compumail,"931,00",ComputerSalg.se,"1 025,00",Cdon,"1 059,00",FireWallForce,"1 197,65",Elektronik24,"1 355,00",,,https://www.pricerunner.se/pl/589-5127665/OEvervakningskameror/EZVIZ-C6CN-priser,6971744239732
Övervakningskameror,Ring,360003 - 01,4789121,Ring Spotlight Cam Battery,22,"1 990,00",Elgiganten,"1 486,00",Elgiganten,"1 486,00",26,9967,Elgiganten,"1 486,00",Webhallen SE,"1 490,00",Compumail,"1 511,00",ComputerSalg.se,"1 637,00",Cdon,"1 639,00",Power SE,"1 799,00",Proshop,"1 799,00",Fcomputer SE,"1 838,00",tink,"1 990,00",Dustin Home,"1 990,00",https://www.pricerunner.se/pl/589-4789121/OEvervakningskameror/Ring-Spotlight-Cam-Battery-priser,842861100822
Övervakningskameror,Netatmo,170002-01,4141035,Netatmo Smart Indoor Camera,19,"1 790,00",Power SE,"1 649,00",Power SE,"1 649,00",43,16461,Power SE,"1 649,00",NetOnNet,"1 649,00",Elgiganten,"1 649,00",tink,"1 790,00",Tele-Hå,"1 790,00",Proshop,"1 838,00",Elon,"1 890,00",Clas Ohlson,"1 899,00",MediaMarkt,"1 997,00",Mobilmaster,"2 199,00",https://www.pricerunner.se/pl/589-4141035/OEvervakningskameror/Netatmo-Smart-Indoor-Camera-priser,3700730500623
Övervakningskameror,EZVIZ,1430003-01,5217195,EZVIZ C3X,10,"1 599,00",Webhallen SE,"1 590,00",Webhallen SE,"1 590,00",231,167618,Webhallen SE,"1 590,00",tink,"1 599,00",Cdon,"1 626,00",Låsgiganten,"1 789,00",Proshop,"1 824,00",e-ville,"2 019,00",Datia,"2 042,00",Compliq,"2 325,00",ComputerSalg.se,"2 692,00",FireWallForce,"2 859,91",https://www.pricerunner.se/pl/589-5217195/OEvervakningskameror/EZVIZ-C3X-priser,6971744238780
Övervakningskameror,Ring,360016 - 02,3200113482,Ring Stick Up Cam Plug-In,12,"818,00",Elgiganten,"549,00",Elgiganten,"549,00",240,179742,Elgiganten,"549,00",Power SE,"739,00",Proshop,"739,00",tink,"818,00",Dustin Home,"899,00",MediaMarkt,"1 297,00",MJ Multimedia,"1 589,00",Compumail,"1 679,00",ComputerSalg.se,"1 685,00",Cdon,"1 712,00",https://www.pricerunner.se/pl/589-3200113482/OEvervakningskameror/Ring-Stick-Up-Cam-Plug-In-priser,842861107425
